# x, y
-1.382859643566828778e+00 -1.322609413024262048e+00 1.539147992839305701e+00 -1.148188269844270026e+00 -1.532179064828802284e+00 2.999999999999999889e-02 0.000000000000000000e+00
-1.372997653615739999e+00 -1.342690486055754029e+00 1.421576973115370235e+00 -1.148188269844270026e+00 -1.532179064828802284e+00 3.674536908371924676e-02 0.000000000000000000e+00
-1.349487306896492989e+00 -1.364889715877250165e+00 1.048577704505121000e+00 -1.148188269844270026e+00 -1.532179064828802284e+00 5.512712357071797992e-02 0.000000000000000000e+00
-1.317233293732270605e+00 -1.376616494530290113e+00 4.475611039308081129e-01 -1.148188269844270026e+00 -1.532179064828802284e+00 8.270429251254131364e-02 0.000000000000000000e+00
-1.318692826157587872e+00 -1.345968304105090052e+00 7.621865404610708161e-01 -1.089119099890725639e+00 -1.532179064828802284e+00 1.000000000000000056e-01 0.000000000000000000e+00
-1.308963111029803006e+00 -1.357032419181368965e+00 5.843153683498768514e-01 -1.089119099890725639e+00 -1.532179064828802284e+00 1.141308697219414192e-01 0.000000000000000000e+00
-1.285179195925995943e+00 -1.374877002641292201e+00 8.845375593374875389e-02 -1.089119099890725639e+00 -1.532179064828802284e+00 1.486652208354811155e-01 0.000000000000000000e+00
-1.257684070154723832e+00 -1.383858460762036113e+00 -5.489023933615810869e-01 -1.089119099890725639e+00 -1.532179064828802284e+00 1.936491673103708788e-01 0.000000000000000000e+00
-1.234746413295462197e+00 -1.375172834595203453e+00 -6.521532080581418089e-01 -9.203500428805987399e-01 -1.532179064828802284e+00 2.999999999999999889e-01 0.000000000000000000e+00
-1.226719736517712711e+00 -1.383337796523152363e+00 -8.726570230205025203e-01 -9.203500428805987399e-01 -1.532179064828802284e+00 3.220309346803445494e-01 0.000000000000000000e+00
-1.209373697189018326e+00 -1.387467610599752765e+00 -1.365122351518801347e+00 -9.203500428805987399e-01 -1.532179064828802284e+00 3.710652357626458286e-01 0.000000000000000000e+00
-1.192704063206763143e+00 -1.392722769429031393e+00 -1.890308663892563468e+00 -9.203500428805987399e-01 -1.532179064828802284e+00 4.275657844121766860e-01 0.000000000000000000e+00
-1.160612387325686390e+00 -6.170383696679022645e-01 1.431218408355487082e+00 -1.004734571385662356e+00 -8.429195310426176313e-01 2.000000000000000111e-01 0.000000000000000000e+00
-1.108033145062451208e+00 -6.889255344683229421e-01 1.272206213857533852e+00 -1.004734571385662356e+00 -8.429195310426176313e-01 2.411689159988075204e-01 0.000000000000000000e+00
-9.867762132907190731e-01 -7.929045496290302308e-01 8.672023789094258639e-01 -1.004734571385662356e+00 -8.429195310426176313e-01 3.506743516070057187e-01 0.000000000000000000e+00
-8.285274246837036616e-01 -8.792519803366303233e-01 2.474114238050840742e-01 -1.004734571385662356e+00 -8.429195310426176313e-01 5.099019513592784048e-01 0.000000000000000000e+00
-8.336530740867235112e-01 -7.374064750752898911e-01 6.130376278790852229e-01 -6.671964573654084463e-01 -8.429195310426176313e-01 5.999999999999999778e-01 0.000000000000000000e+00
-7.858687941682487299e-01 -7.903485615472375381e-01 3.942699238984899712e-01 -6.671964573654084463e-01 -8.429195310426176313e-01 6.772487819401660225e-01 0.000000000000000000e+00
-6.715562906199630255e-01 -8.411251581165553048e-01 -1.158853481481111475e-01 -6.671964573654084463e-01 -8.429195310426176313e-01 8.628636962570399582e-01 0.000000000000000000e+00
-5.406493092390266542e-01 -8.857721166008329927e-01 -7.407938985679701771e-01 -6.671964573654084463e-01 -8.429195310426176313e-01 1.099350457575485107e+00 0.000000000000000000e+00
-6.393143024396772400e-01 -7.949872065845651203e-01 -3.656109737400673604e-02 -3.296583433451545364e-01 -8.429195310426176313e-01 1.000000000000000000e+00 0.000000000000000000e+00
-5.955283296801563431e-01 -8.383916708624158387e-01 -2.628502399510005971e-01 -3.296583433451545364e-01 -8.429195310426176313e-01 1.095958226385217227e+00 0.000000000000000000e+00
-4.939322466449343474e-01 -8.831924619627273820e-01 -7.516389049052488724e-01 -3.296583433451545364e-01 -8.429195310426176313e-01 1.316382204334237471e+00 0.000000000000000000e+00
-3.883829501405210993e-01 -9.259342626638170648e-01 -1.342194566909860720e+00 -3.296583433451545364e-01 -8.429195310426176313e-01 1.581138830084189761e+00 0.000000000000000000e+00
-3.550286509460902074e-01 -8.833226280224483196e-01 -1.182146870798666649e+00 5.141869417054800717e-01 -8.429195310426176313e-01 2.000000000000000000e+00 0.000000000000000000e+00
-3.196000420225780791e-01 -8.853342853090444553e-01 -1.399227008954733176e+00 5.141869417054800717e-01 -8.429195310426176313e-01 2.119391523109235287e+00 0.000000000000000000e+00
-2.464129835378175981e-01 -9.275672550494068469e-01 -1.861689343070022096e+00 5.141869417054800717e-01 -8.429195310426176313e-01 2.379981534728449866e+00 0.000000000000000000e+00
-1.829360995819450664e-01 -9.336850598562903558e-01 -2.312507003023469121e+00 5.141869417054800717e-01 -8.429195310426176313e-01 2.672612419124244187e+00 0.000000000000000000e+00
-8.035605517851234225e-01 6.920893045897819063e-02 1.235108363305120749e+00 -7.515809858704718405e-01 -2.009220137911940929e-01 5.000000000000000000e-01 0.000000000000000000e+00
-7.100813329071761215e-01 -5.107634200131425800e-02 1.057710868937220994e+00 -7.515809858704718405e-01 -2.009220137911940929e-01 5.914913522411718860e-01 0.000000000000000000e+00
-4.871531619506178079e-01 -2.276288520955162542e-01 6.264250388658240132e-01 -7.515809858704718405e-01 -2.009220137911940929e-01 8.277614367007485319e-01 0.000000000000000000e+00
-2.091956582537208842e-01 -3.790711459417359097e-01 -6.517339347204828721e-03 -7.515809858704718405e-01 -2.009220137911940929e-01 1.158409152547528187e+00 0.000000000000000000e+00
-1.391350955925032551e-01 -2.119260919819099531e-01 2.410018871357534342e-01 9.226429918016278153e-02 -2.009220137911940929e-01 1.500000000000000000e+00 0.000000000000000000e+00
-6.020610727796708861e-02 -2.292500112029496051e-01 4.390738572950475191e-03 9.226429918016278153e-02 -2.009220137911940929e-01 1.660755220016754796e+00 0.000000000000000000e+00
1.301644196699671685e-01 -3.786214813717908578e-01 -5.068081597993993048e-01 9.226429918016278153e-02 -2.009220137911940929e-01 2.035796486064211930e+00 0.000000000000000000e+00
3.406016385622749887e-01 -4.095181706382762243e-01 -1.115048064045432996e+00 9.226429918016278153e-02 -2.009220137911940929e-01 2.495531721182596030e+00 0.000000000000000000e+00
3.574366160736596743e-01 -3.778523182916217471e-01 -8.303711022756256055e-01 1.358032226756114680e+00 -2.009220137911940929e-01 3.000000000000000000e+00 0.000000000000000000e+00
4.333443271740992642e-01 -3.828814615081120865e-01 -1.062168085518845784e+00 1.358032226756114680e+00 -2.009220137911940929e-01 3.204542636824601942e+00 0.000000000000000000e+00
5.777944467137474671e-01 -4.593007718424523267e-01 -1.535268546977139659e+00 1.358032226756114680e+00 -2.009220137911940929e-01 3.656416444251671560e+00 0.000000000000000000e+00
7.160817619858357297e-01 -4.661404066168792215e-01 -2.040040188402016064e+00 1.358032226756114680e+00 -2.009220137911940929e-01 4.172009153556412997e+00 0.000000000000000000e+00
-2.829539034754747218e-01 6.476432333024622068e-01 1.022666749593146074e+00 -3.296583433451545364e-01 3.985134332885469921e-01 1.000000000000000000e+00 0.000000000000000000e+00
-1.490256448804417322e-01 4.851723242144331816e-01 8.204384458209329489e-01 -3.296583433451545364e-01 3.985134332885469921e-01 1.159824407342351371e+00 0.000000000000000000e+00
1.690953051650441741e-01 2.398448014749562651e-01 3.609018486961199645e-01 -3.296583433451545364e-01 3.985134332885469921e-01 1.560187274852268935e+00 0.000000000000000000e+00
5.516401066514180496e-01 1.180212028543255881e-01 -3.063429326496040495e-01 -3.296583433451545364e-01 3.985134332885469921e-01 2.098752463908477583e+00 0.000000000000000000e+00
3.553322438847366094e-01 4.648309190634993260e-01 3.155894165094157988e-01 5.141869417054800717e-01 3.985134332885469921e-01 2.000000000000000000e+00 0.000000000000000000e+00
4.715236511731321078e-01 3.434688182909701459e-01 8.442719744309139240e-02 5.141869417054800717e-01 3.985134332885469921e-01 2.224555686454857462e+00 0.000000000000000000e+00
7.532088998904071797e-01 2.209588895372654738e-01 -3.985570888465041484e-01 5.141869417054800717e-01 3.985134332885469921e-01 2.752135763355245235e+00 0.000000000000000000e+00
1.063904422354978507e+00 9.827146161121412538e-02 -1.020177203903019025e+00 5.141869417054800717e-01 3.985134332885469921e-01 3.404837786735559035e+00 0.000000000000000000e+00
7.662860699215719995e-01 2.430161200208842687e-01 -2.126766171690402663e-01 1.358032226756114680e+00 3.985134332885469921e-01 3.000000000000000000e+00 0.000000000000000000e+00
8.728574900606050901e-01 2.286741868952694712e-01 -4.673199277742430269e-01 1.358032226756114680e+00 3.985134332885469921e-01 3.262828070028469973e+00 0.000000000000000000e+00
1.127185900321879819e+00 1.141517208971671443e-01 -9.596558282014729935e-01 1.358032226756114680e+00 3.985134332885469921e-01 3.859580114885310387e+00 0.000000000000000000e+00
1.379710562992649381e+00 3.960234704324717449e-03 -1.530545175319836471e+00 1.358032226756114680e+00 3.985134332885469921e-01 4.565474595505771838e+00 0.000000000000000000e+00
