1.560963134765625000e+02 1.514254150390625000e+02 1.512265167236328125e+02 1.521663513183593750e+02 1.475538635253906250e+02 1.514549255371093750e+02 1.496721649169921875e+02 1.520065917968750000e+02 1.596438598632812500e+02 1.604754180908203125e+02 1.525585632324218750e+02 1.483234710693359375e+02 1.452023315429687500e+02 1.534245300292968750e+02 1.489198913574218750e+02 1.627843780517578125e+02 1.546931152343750000e+02 1.542952117919921875e+02 1.550357971191406250e+02 1.567011566162109375e+02 1.519956054687500000e+02 1.509196624755859375e+02 1.524180755615234375e+02 1.600753479003906250e+02 1.510973052978515625e+02
1.573105010986328125e+02 1.457443389892578125e+02 1.441591186523437500e+02 1.477455139160156250e+02 1.295384216308593750e+02 1.518724670410156250e+02 1.378784790039062500e+02 1.476374816894531250e+02 1.599515838623046875e+02 1.603849487304687500e+02 1.481663208007812500e+02 1.481584777832031250e+02 1.399512939453125000e+02 1.489251098632812500e+02 1.340905609130859375e+02 1.633265380859375000e+02 1.543024597167968750e+02 1.520055847167968750e+02 1.566440887451171875e+02 1.520278015136718750e+02 1.489025878906250000e+02 1.519886322021484375e+02 1.479472961425781250e+02 1.601088409423828125e+02 1.526383972167968750e+02
1.536962432861328125e+02 1.503779449462890625e+02 1.505328674316406250e+02 1.520379486083984375e+02 1.436524200439453125e+02 1.517983093261718750e+02 1.470358734130859375e+02 1.518462677001953125e+02 1.612642059326171875e+02 1.603871307373046875e+02 1.522691497802734375e+02 1.482338867187500000e+02 1.435945434570312500e+02 1.539561767578125000e+02 1.459393310546875000e+02 1.651106567382812500e+02 1.577363586425781250e+02 1.553892364501953125e+02 1.555937652587890625e+02 1.578643951416015625e+02 1.520225372314453125e+02 1.508744964599609375e+02 1.521640625000000000e+02 1.583652343750000000e+02 1.514511718750000000e+02
1.543565826416015625e+02 1.530377349853515625e+02 1.536607055664062500e+02 1.519262084960937500e+02 1.496326751708984375e+02 1.526047210693359375e+02 1.502145233154296875e+02 1.535626678466796875e+02 1.592099761962890625e+02 1.586281890869140625e+02 1.519361419677734375e+02 1.507620697021484375e+02 1.502476959228515625e+02 1.538776245117187500e+02 1.519481658935546875e+02 1.623392333984375000e+02 1.561360931396484375e+02 1.542880249023437500e+02 1.550423126220703125e+02 1.526914672851562500e+02 1.530984191894531250e+02 1.512147521972656250e+02 1.517939605712890625e+02 1.586514739990234375e+02 1.519686126708984375e+02
1.545617218017578125e+02 1.510687408447265625e+02 1.487576141357421875e+02 1.519008178710937500e+02 1.334116516113281250e+02 1.519700164794921875e+02 1.431161651611328125e+02 1.498335571289062500e+02 1.603708190917968750e+02 1.601819763183593750e+02 1.530555114746093750e+02 1.484042663574218750e+02 1.419518127441406250e+02 1.548828277587890625e+02 1.368486938476562500e+02 1.637103424072265625e+02 1.557674865722656250e+02 1.551374206542968750e+02 1.554571838378906250e+02 1.606095428466796875e+02 1.531877746582031250e+02 1.518208618164062500e+02 1.526732177734375000e+02 1.589129333496093750e+02 1.517916717529296875e+02
1.566142578125000000e+02 1.508127899169921875e+02 1.508176574707031250e+02 1.520379943847656250e+02 1.434099426269531250e+02 1.527447204589843750e+02 1.458575592041015625e+02 1.528428649902343750e+02 1.599458618164062500e+02 1.606544494628906250e+02 1.521348571777343750e+02 1.494906158447265625e+02 1.454851684570312500e+02 1.534571990966796875e+02 1.463793792724609375e+02 1.638806457519531250e+02 1.573871002197265625e+02 1.547182006835937500e+02 1.554228363037109375e+02 1.544438476562500000e+02 1.519892883300781250e+02 1.512872314453125000e+02 1.519949951171875000e+02 1.607083587646484375e+02 1.519634857177734375e+02
1.568948974609375000e+02 1.498273315429687500e+02 1.495680389404296875e+02 1.519800415039062500e+02 1.423583679199218750e+02 1.522319183349609375e+02 1.456566467285156250e+02 1.525417785644531250e+02 1.613325805664062500e+02 1.611529235839843750e+02 1.520193481445312500e+02 1.489328460693359375e+02 1.441970672607421875e+02 1.519454650878906250e+02 1.453806915283203125e+02 1.650778503417968750e+02 1.553754882812500000e+02 1.542228698730468750e+02 1.576077117919921875e+02 1.522253723144531250e+02 1.512577056884765625e+02 1.519723205566406250e+02 1.519198455810546875e+02 1.601674194335937500e+02 1.527915496826171875e+02
1.557216033935546875e+02 1.499506988525390625e+02 1.490836029052734375e+02 1.534844055175781250e+02 1.448891601562500000e+02 1.513352050781250000e+02 1.472208251953125000e+02 1.539705047607421875e+02 1.608799438476562500e+02 1.609754943847656250e+02 1.533904876708984375e+02 1.484200439453125000e+02 1.427123718261718750e+02 1.519825286865234375e+02 1.473741302490234375e+02 1.639907836914062500e+02 1.551399841308593750e+02 1.558777923583984375e+02 1.558198394775390625e+02 1.561797027587890625e+02 1.515078125000000000e+02 1.512555541992187500e+02 1.533426361083984375e+02 1.600310211181640625e+02 1.511112213134765625e+02
1.604217376708984375e+02 1.519803009033203125e+02 1.511845855712890625e+02 1.518016815185546875e+02 1.429424133300781250e+02 1.552346038818359375e+02 1.473557739257812500e+02 1.515012969970703125e+02 1.620060424804687500e+02 1.630275115966796875e+02 1.519992370605468750e+02 1.519617156982421875e+02 1.485205993652343750e+02 1.535852508544921875e+02 1.454243011474609375e+02 1.657078094482421875e+02 1.584189300537109375e+02 1.526614532470703125e+02 1.599894561767578125e+02 1.538440093994140625e+02 1.535215454101562500e+02 1.547575531005859375e+02 1.518888854980468750e+02 1.635135040283203125e+02 1.558767242431640625e+02
1.558912353515625000e+02 1.516127014160156250e+02 1.519571838378906250e+02 1.518934326171875000e+02 1.452744293212890625e+02 1.509286041259765625e+02 1.485018310546875000e+02 1.520935668945312500e+02 1.569265441894531250e+02 1.583230895996093750e+02 1.518489074707031250e+02 1.478904113769531250e+02 1.446407165527343750e+02 1.534141540527343750e+02 1.474319152832031250e+02 1.598617248535156250e+02 1.560376739501953125e+02 1.523013763427734375e+02 1.519786224365234375e+02 1.519574584960937500e+02 1.528172607421875000e+02 1.492405242919921875e+02 1.517891540527343750e+02 1.591486053466796875e+02 1.484176177978515625e+02
