# step, loss_train, loss_test, metrics_test
1.000000000000000000e+04 3.327126741409301758e+00 8.688377141952514648e-01 2.620483636856079102e+00 0.000000000000000000e+00 9.914748382568359375e+01 2.620483636856079102e+00 9.912079360024996788e+01 9.914748805454841829e+01 6.785597554681310761e-02 6.530057975915408430e-02
1.100000000000000000e+04 4.286495208740234375e+00 1.060619115829467773e+00 2.617693901062011719e+00 0.000000000000000000e+00 9.914348602294921875e+01 2.617693901062011719e+00 9.911573899520101349e+01 9.914348217584191048e+01 6.610452812220173058e-02 6.349598078630920572e-02
1.200000000000000000e+04 5.145370960235595703e+00 1.151618838310241699e+00 2.614696741104125977e+00 0.000000000000000000e+00 9.914724731445312500e+01 2.614696741104125977e+00 9.911876226976528415e+01 9.914723894624323464e+01 6.424361761388137915e-02 6.164749923118077735e-02
1.300000000000000000e+04 3.021941900253295898e+00 7.953516244888305664e-01 2.611726999282836914e+00 0.000000000000000000e+00 9.914125061035156250e+01 2.611726999282836914e+00 9.911210406949287233e+01 9.914125031768836038e+01 6.137445072545943958e-02 5.878803199056172046e-02
1.400000000000000000e+04 2.483756780624389648e+00 8.061937093734741211e-01 2.608295202255249023e+00 0.000000000000000000e+00 9.914112091064453125e+01 2.608295202255249023e+00 9.911172965274563751e+01 9.914112254501922905e+01 5.996674668982779344e-02 5.740828907607240655e-02
1.500000000000000000e+04 2.437792778015136719e+00 8.077308535575866699e-01 2.604754686355590820e+00 0.000000000000000000e+00 9.913936614990234375e+01 2.604754686355590820e+00 9.910971478792360756e+01 9.913936609193771687e+01 5.816030501020254262e-02 5.567168307692783868e-02
1.600000000000000000e+04 2.351453542709350586e+00 7.948759794235229492e-01 2.601369142532348633e+00 0.000000000000000000e+00 9.913751983642578125e+01 2.601369142532348633e+00 9.910749485282650539e+01 9.913751158689204601e+01 5.655341129166185227e-02 5.409723203021679638e-02
1.700000000000000000e+04 2.708226203918457031e+00 7.432674169540405273e-01 2.598184585571289062e+00 0.000000000000000000e+00 9.913256072998046875e+01 2.598184585571289062e+00 9.910226252831937188e+01 9.913256805087243606e+01 5.478638786962814616e-02 5.236770596106907899e-02
1.800000000000000000e+04 2.024109601974487305e+00 6.419208049774169922e-01 2.595247507095336914e+00 0.000000000000000000e+00 9.913177490234375000e+01 2.595247507095336914e+00 9.910116657095861115e+01 9.913177878614973793e+01 5.348751119643918583e-02 5.110515837343477391e-02
1.900000000000000000e+04 2.232537269592285156e+00 7.620522975921630859e-01 2.592513322830200195e+00 0.000000000000000000e+00 9.913138580322265625e+01 2.592513322830200195e+00 9.910054142141503064e+01 9.913138124508675730e+01 5.215388275919468491e-02 4.985143206901572477e-02
2.000000000000000000e+04 3.012553691864013672e+00 7.507233619689941406e-01 2.589861392974853516e+00 0.000000000000000000e+00 9.912670135498046875e+01 2.589861392974853516e+00 9.909557413007198079e+01 9.912669062605884562e+01 5.094633301517283858e-02 4.866933586180737653e-02
2.100000000000000000e+04 3.096837759017944336e+00 7.548555731773376465e-01 2.587498426437377930e+00 0.000000000000000000e+00 9.912391662597656250e+01 2.587498426437377930e+00 9.909236603461002346e+01 9.912391389273665254e+01 4.943463602287273551e-02 4.719421164038704181e-02
2.200000000000000000e+04 3.520049333572387695e+00 9.629005193710327148e-01 2.585137128829956055e+00 0.000000000000000000e+00 9.912738037109375000e+01 2.585137128829956055e+00 9.909549259326735182e+01 9.912738617901743510e+01 4.863209939466732468e-02 4.643787866981834156e-02
2.300000000000000000e+04 2.633834123611450195e+00 6.438910365104675293e-01 2.582714557647705078e+00 0.000000000000000000e+00 9.912059783935546875e+01 2.582714557647705078e+00 9.908833211706328825e+01 9.912059540313217099e+01 4.708507909790351359e-02 4.492670069288721285e-02
2.400000000000000000e+04 3.409208297729492188e+00 7.541669011116027832e-01 2.580204725265502930e+00 0.000000000000000000e+00 9.911843109130859375e+01 2.580204725265502930e+00 9.908582906049294081e+01 9.911843109727350054e+01 4.632609513970977616e-02 4.419237955530965628e-02
2.500000000000000000e+04 2.302153587341308594e+00 6.180979609489440918e-01 2.577630758285522461e+00 0.000000000000000000e+00 9.911785125732421875e+01 2.577630758285522461e+00 9.908521635602508582e+01 9.911785053838056569e+01 4.554924525557891429e-02 4.347684240119099180e-02
2.600000000000000000e+04 1.918173789978027344e+00 6.462639570236206055e-01 2.575198650360107422e+00 0.000000000000000000e+00 9.912012481689453125e+01 2.575198650360107422e+00 9.908744488261045547e+01 9.912012803314740950e+01 4.523713641239637817e-02 4.322590826566869576e-02
2.700000000000000000e+04 1.771999478340148926e+00 6.511205434799194336e-01 2.573004722595214844e+00 0.000000000000000000e+00 9.911986541748046875e+01 2.573004722595214844e+00 9.908708571675452959e+01 9.911986143253268722e+01 4.471570447210825722e-02 4.276739402071116913e-02
2.800000000000000000e+04 1.554038643836975098e+00 6.414062976837158203e-01 2.570784568786621094e+00 0.000000000000000000e+00 9.911907958984375000e+01 2.570784568786621094e+00 9.908616696277185554e+01 9.911908104099413208e+01 4.422253600857738165e-02 4.232892927747876344e-02
2.900000000000000000e+04 1.219674706459045410e+00 5.769000053405761719e-01 2.568382740020751953e+00 0.000000000000000000e+00 9.911826324462890625e+01 2.568382740020751953e+00 9.908523257126725525e+01 9.911826399364690587e+01 4.380143201031727607e-02 4.189791157311648778e-02
3.000000000000000000e+04 3.089749336242675781e+00 7.139504551887512207e-01 2.566360712051391602e+00 0.000000000000000000e+00 9.911392211914062500e+01 2.566360712051391602e+00 9.908055289109849184e+01 9.911392047947438755e+01 4.356545502356713728e-02 4.167129050068058699e-02
