# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.796198272705078125e+02 1.162062377929687500e+02 2.697505235671997070e+00 0.000000000000000000e+00 1.001746673583984375e+02 2.697505235671997070e+00 1.001746687770315702e+02 1.001746687770315702e+02 2.859451290151668323e-02 2.859451290151668323e-02
1.000000000000000000e+03 1.246678733825683594e+01 2.125651836395263672e+00 2.662489175796508789e+00 0.000000000000000000e+00 9.931816101074218750e+01 2.662489175796508789e+00 9.931767453021740266e+01 9.931816520999510089e+01 1.843850635138452321e-01 1.843988426069151088e-01
2.000000000000000000e+03 8.170282363891601562e+00 1.482738494873046875e+00 2.650535106658935547e+00 0.000000000000000000e+00 9.925489044189453125e+01 2.650535106658935547e+00 9.924301456029802182e+01 9.925488905634682624e+01 1.443719657312712012e-01 1.425869262838368456e-01
3.000000000000000000e+03 6.662142276763916016e+00 1.229633331298828125e+00 2.646357536315917969e+00 0.000000000000000000e+00 9.922280883789062500e+01 2.646357536315917969e+00 9.920348269729429092e+01 9.922280507762356194e+01 1.218999563287638949e-01 1.192618995164502066e-01
4.000000000000000000e+03 6.350368499755859375e+00 1.307573080062866211e+00 2.641017436981201172e+00 0.000000000000000000e+00 9.920656585693359375e+01 2.641017436981201172e+00 9.918513261348199705e+01 9.920655407021303063e+01 1.084705100311523646e-01 1.057163423665459512e-01
5.000000000000000000e+03 6.719158172607421875e+00 1.284816503524780273e+00 2.636669874191284180e+00 0.000000000000000000e+00 9.918502044677734375e+01 2.636669874191284180e+00 9.916237589987639467e+01 9.918502597500099682e+01 9.766611680499578951e-02 9.493154996437434823e-02
6.000000000000000000e+03 4.180255889892578125e+00 1.036226034164428711e+00 2.633025646209716797e+00 0.000000000000000000e+00 9.917392730712890625e+01 2.633025646209716797e+00 9.915049449668008208e+01 9.917392028938114379e+01 8.821977689412008328e-02 8.553513239908036581e-02
7.000000000000000000e+03 4.300642490386962891e+00 1.021957635879516602e+00 2.629384994506835938e+00 0.000000000000000000e+00 9.916291046142578125e+01 2.629384994506835938e+00 9.913895937352008048e+01 9.916290677488487404e+01 8.133595399024899641e-02 7.876918141621541691e-02
8.000000000000000000e+03 3.840685844421386719e+00 9.540089368820190430e-01 2.626057624816894531e+00 0.000000000000000000e+00 9.915359497070312500e+01 2.626057624816894531e+00 9.912893701573838712e+01 9.915359642054032463e+01 7.417885108506507008e-02 7.170512915129635678e-02
9.000000000000000000e+03 3.258368015289306641e+00 9.536272883415222168e-01 2.623303413391113281e+00 0.000000000000000000e+00 9.915126800537109375e+01 2.623303413391113281e+00 9.912569796632013208e+01 9.915127762553868251e+01 7.033633024079351259e-02 6.789355463610748098e-02
