6.655280303955078125e+01 6.809259796142578125e+01 6.595068359375000000e+01 6.462733459472656250e+01 6.629610443115234375e+01 6.344163513183593750e+01
6.745111846923828125e+01 6.906294250488281250e+01 6.686390686035156250e+01 6.511818695068359375e+01 6.678855133056640625e+01 6.392808532714843750e+01
6.777735137939453125e+01 6.933992004394531250e+01 6.707266235351562500e+01 6.577129364013671875e+01 6.759861755371093750e+01 6.437915039062500000e+01
6.688272857666015625e+01 6.828959655761718750e+01 6.619400024414062500e+01 6.497906494140625000e+01 6.678345489501953125e+01 6.360044479370117188e+01
6.686342620849609375e+01 6.820183563232421875e+01 6.608522796630859375e+01 6.528028106689453125e+01 6.715480804443359375e+01 6.379650115966796875e+01
6.912139892578125000e+01 7.069287872314453125e+01 6.837987518310546875e+01 6.704752349853515625e+01 6.898284912109375000e+01 6.555735015869140625e+01
6.753717803955078125e+01 6.927416229248046875e+01 6.696641540527343750e+01 6.474240112304687500e+01 6.659566497802734375e+01 6.347389221191406250e+01
6.836897277832031250e+01 6.977910614013671875e+01 6.768874359130859375e+01 6.644379425048828125e+01 6.816952514648437500e+01 6.513568878173828125e+01
6.763628387451171875e+01 6.921495819091796875e+01 6.708709716796875000e+01 6.528830718994140625e+01 6.690190124511718750e+01 6.407624816894531250e+01
6.760129547119140625e+01 6.925688171386718750e+01 6.697660827636718750e+01 6.522276306152343750e+01 6.696444702148437500e+01 6.399760437011718750e+01
