5.844685554504394531e+00 1.084856986999511719e+00 2.182356595993041992e+00 2.135046482086181641e+00 4.520900845527648926e-01 1.341828465461730957e+00 -3.832625150680541992e+00 -2.508450746536254883e+00 1.306697368621826172e+00 1.926828503608703613e+00 1.581472635269165039e+00 9.437382221221923828e-01 2.249890804290771484e+00 1.276695251464843750e+00 4.466407775878906250e+00 1.736654877662658691e+00 1.456688880920410156e+00 -9.795165061950683594e+00 1.553437948226928711e+00 1.740828633308410645e+00 1.070863127708435059e+00 1.147343397140502930e+00
2.336519241333007812e+00 1.583345532417297363e+00 8.559397697448730469e+00 9.988373517990112305e-01 7.582107782363891602e-01 4.624649286270141602e-01 1.334567546844482422e+00 8.715616464614868164e-01 1.652091145515441895e+00 1.402052760124206543e+00 9.931475520133972168e-01 1.100659966468811035e+00 3.974288940429687500e+00 7.642557621002197266e-01 6.711638569831848145e-01 1.137695193290710449e+00 8.665042519569396973e-01 3.843422412872314453e+00 1.253671646118164062e+00 7.049832940101623535e-01 7.839128375053405762e-01 1.924910068511962891e+00
1.842055797576904297e+00 1.056746125221252441e+00 -2.602252244949340820e+00 -7.827773094177246094e-01 2.126969099044799805e+00 1.780703425407409668e+00 7.974672317504882812e-01 2.016099929809570312e+00 5.860557556152343750e-01 1.924961507320404053e-01 4.594223797321319580e-01 1.075202822685241699e+00 -1.698980107903480530e-02 7.990598678588867188e-01 3.713937520980834961e+00 1.444321274757385254e+00 1.764894843101501465e+00 -3.794351577758789062e+00 1.335066676139831543e+00 1.016620039939880371e+00 1.247285842895507812e+00 1.058857202529907227e+00
3.902517259120941162e-01 7.937480807304382324e-01 -3.694022655487060547e+00 1.748839139938354492e+00 1.115623474121093750e+00 1.227374076843261719e+00 1.456488132476806641e+00 5.592897534370422363e-02 6.571733951568603516e-01 7.985210418701171875e-01 9.465425014495849609e-01 7.056909799575805664e-01 1.490444988012313843e-01 1.167491078376770020e+00 1.394195437431335449e+00 1.651254773139953613e+00 2.460210323333740234e+00 -5.621327400207519531e+00 1.377747058868408203e+00 9.931637048721313477e-01 8.633581995964050293e-01 7.206709384918212891e-01
4.434402287006378174e-01 9.809437394142150879e-01 1.281245350837707520e+00 1.426450133323669434e+00 1.212094783782958984e+00 1.031613349914550781e+00 7.456671595573425293e-01 8.466709852218627930e-01 8.385330438613891602e-01 8.208311200141906738e-01 7.640565633773803711e-01 8.200809955596923828e-01 8.382445573806762695e-01 1.031026363372802734e+00 7.775984406471252441e-01 1.350875735282897949e+00 1.458889245986938477e+00 4.400070607662200928e-01 1.508832216262817383e+00 8.205412626266479492e-01 8.925482034683227539e-01 9.888826608657836914e-01
1.571921825408935547e+00 1.742773532867431641e+00 4.649163246154785156e+00 -4.670380651950836182e-01 6.630823612213134766e-01 1.012520313262939453e+00 -2.226504087448120117e+00 -3.744742870330810547e+00 1.746354818344116211e+00 1.630931496620178223e+00 1.182200431823730469e+00 1.220284700393676758e+00 2.901866674423217773e+00 1.184606432914733887e+00 4.090683534741401672e-02 1.483624219894409180e+00 6.206575036048889160e-01 1.883692145347595215e+00 1.067020654678344727e+00 8.811296820640563965e-01 9.797832369804382324e-01 1.683535099029541016e+00
1.569041490554809570e+00 1.559917688369750977e+00 2.631763219833374023e-01 1.481061220169067383e+00 1.281176209449768066e+00 1.068248152732849121e+00 -1.858577609062194824e+00 -1.651533365249633789e+00 7.169489264488220215e-01 3.894027769565582275e-01 7.272405028343200684e-01 1.079950451850891113e+00 7.618079781532287598e-01 1.412831425666809082e+00 -8.468942642211914062e-01 1.368188977241516113e+00 2.782001972198486328e+00 -1.445061683654785156e+00 1.192324519157409668e+00 9.819034934043884277e-01 1.053892970085144043e+00 1.422750711441040039e+00
1.150977373123168945e+00 1.330778717994689941e+00 7.354307651519775391e+00 -6.017523407936096191e-01 8.691634535789489746e-01 1.422709226608276367e+00 -3.575740098953247070e+00 -4.901445865631103516e+00 1.409084677696228027e+00 8.933315277099609375e-01 7.595349550247192383e-01 1.052979826927185059e+00 3.185326576232910156e+00 8.203902244567871094e-01 1.172508835792541504e+00 1.402181267738342285e+00 2.234040349721908569e-01 -1.662421584129333496e+00 1.425344109535217285e+00 7.415909171104431152e-01 8.272819519042968750e-01 1.408285498619079590e+00
2.205930709838867188e+00 7.430818676948547363e-01 -5.779123306274414062e-01 1.511814236640930176e+00 5.671141743659973145e-01 6.675244569778442383e-01 5.963913202285766602e-01 9.230360984802246094e-01 9.756141901016235352e-01 9.255661964416503906e-01 7.519180178642272949e-01 7.469800710678100586e-01 1.125612020492553711e+00 8.074389100074768066e-01 6.269484758377075195e-01 1.425290465354919434e+00 5.304906964302062988e-01 -1.173984169960021973e+00 1.734800934791564941e+00 6.126291751861572266e-01 6.646453142166137695e-01 8.576744198799133301e-01
7.910997420549392700e-02 1.216999888420104980e+00 7.478637695312500000e+00 1.298635601997375488e-01 1.211033105850219727e+00 8.352012038230895996e-01 8.437279462814331055e-01 -1.320662260055541992e+00 1.005640149116516113e+00 8.605126738548278809e-01 6.782090067863464355e-01 7.912920713424682617e-01 2.754709959030151367e+00 6.100123524665832520e-01 5.121880769729614258e-01 1.451597809791564941e+00 1.357849001884460449e+00 6.873487472534179688e+00 1.437703609466552734e+00 5.872317552566528320e-01 7.736247777938842773e-01 1.541900873184204102e+00
