time,disp_y_top,h,react_y_top,stress_yy
0.54,-0.108,0.0908271684945,-1.2388951478033,-0.09711184593051
0.55,-0.11,0.0908271684945,-1.2544275595035,-0.0982504989814
0.56,-0.112,0.0908271684945,-1.3350152958878,-0.10460891662403
0.57,-0.114,0.0908271684945,-1.360797158109,-0.10657158065846
0.58,-0.116,0.0908271684945,-1.421109074884,-0.11129722272108
0.59,-0.118,0.0908271684945,-1.4447953563651,-0.11307977106547
0.6,-0.12,0.0908271684945,-1.4623335670353,-0.11436223062731
0.61,-0.122,0.0908271684945,-1.4900193487363,-0.11645642573599
0.62,-0.124,0.0908271684945,-1.6308138668842,-0.12763439799574
0.63,-0.126,0.0908271684945,-1.6957809603677,-0.13273651808573
0.64,-0.128,0.0908271684945,-1.7177167060717,-0.13436522553799
0.65,-0.13,0.0908271684945,-1.7322006694571,-0.13538180524514
0.66,-0.132,0.0908271684945,-1.769779709462,-0.13825021920561
0.67,-0.134,0.0908271684945,-1.8626226136841,-0.14555683795842
0.68,-0.136,0.0908271684945,-1.8907945956808,-0.14766964742655
0.69,-0.138,0.0908271684945,-1.910543578033,-0.14909599886643
0.7,-0.14,0.0908271684945,-1.9285913649339,-0.15038050296676
0.71,-0.142,0.0908271684945,-2.0520549518885,-0.16013435197092
0.72,-0.144,0.0908271684945,-2.1486881882217,-0.16774903387206
0.73,-0.146,0.0908271684945,-2.1788058291453,-0.17000582599073
0.74,-0.148,0.0908271684945,-2.2013789406022,-0.17163746603873
0.75,-0.15,0.0908271684945,-2.3185063737399,-0.18087546756618
0.76,-0.152,0.0908271684945,-2.357381445062,-0.18381449735687
0.77,-0.154,0.0908271684945,-2.3805140698718,-0.18547447496004
0.78,-0.156,0.0908271684945,-2.4007538806272,-0.18689492956033
0.79,-0.158,0.0908271684945,-2.4197716173308,-0.18821371197462
0.8,-0.16,0.0908271684945,-2.5171210358016,-0.19583889483704
0.81,-0.162,0.0908271684945,-2.6498591618161,-0.20632369282209
0.82,-0.164,0.0908271684945,-2.6936889402542,-0.20965442597767
0.83,-0.166,0.0908271684945,-2.7151065628646,-0.21115657614513
0.84,-0.168,0.0908271684945,-2.7636356434218,-0.21483774567678
0.85,-0.17,0.0908271684945,-2.8782490418052,-0.2238356125258
0.86,-0.172,0.0908271684945,-2.9165443306418,-0.22668148942142
0.87,-0.174,0.0908271684945,-2.9423169123319,-0.22850648488915
0.88,-0.176,0.0908271684945,-2.9660004004169,-0.23015678984162
0.89,-0.178,0.0908271684945,-2.9887186782713,-0.23172523233426
0.9,-0.18,0.0908271684945,-3.0107647908451,-0.23323633223994
0.91,-0.182,0.0908271684945,-3.0324061797912,-0.23471108696088
0.92,-0.184,0.0908271684945,-3.2336130482431,-0.25065478339654
0.93,-0.186,0.0908271684945,-3.4473374505631,-0.26763973242524
0.94,-0.188,0.0908271684945,-3.5842590196527,-0.27845579307587
0.95,-0.19,0.0908271684945,-3.6418251073898,-0.28285962154232
0.96,-0.192,0.0908271684945,-3.6742491024274,-0.2852017236072
0.97,-0.194,0.0908271684945,-3.6981535210902,-0.28683259598773
0.98,-0.196,0.0908271684945,-3.7185760588849,-0.288167025508
0.99,-0.198,0.0908271684945,-3.7366698782278,-0.28930378707651
1,-0.2,0.0908271684945,-3.753293265932,-0.29031416990604
1.01,-0.196,0.0908271684945,-2.7153946288425,-0.20969820570914
1.02,-0.192,0.0908271684945,-1.7318637838014,-0.13326418711686
1.03,-0.188,0.0908271684945,-0.89214067148975,-0.068435983754944
1.04,-0.184,0.0908271684945,-0.241748761466,-0.018635230175106
1.05,-0.18,0.0908271684945,-1.9368972954936e-12,-0.00026605828982248
1.06,-0.176,0.0908271684945,-5.1724829603137e-13,-0.00026605956455894
1.07,-0.172,0.0908271684945,1.7916071937006e-12,-0.00026606085956655
1.08,-0.168,0.0908271684945,5.0389928109815e-12,-0.00026606215028552
1.09,-0.164,0.0908271684945,-1.0167015670885e-12,-0.00026605974873521
1.1,-0.16,0.0908271684945,8.3088119944381e-13,-0.00026606015062347
1.11,-0.156,0.0908271684945,-2.4220176126715e-13,-0.00026605976624566
1.12,-0.152,0.0908271684945,6.0303570430847e-13,-0.00026605922998736
1.13,-0.148,0.0908271684945,-1.0273478017004e-13,-0.00026605988022766
1.14,-0.144,0.0908271684945,-3.5565053582614e-13,-0.00026605905923249
1.15,-0.14,0.0908271684945,-3.0225790399322e-14,-0.00026605891426343
1.16,-0.136,0.0908271684945,-1.3593675709597e-13,-0.00026605927264078
1.17,-0.132,0.0908271684945,8.8637335627887e-13,-0.00026605947873086
1.18,-0.128,0.0908271684945,2.2620823294317e-12,-0.00026605994953779
1.19,-0.124,0.0908271684945,-1.0716105434335e-12,-0.00026605847041967
1.2,-0.12,0.0908271684945,-5.6136677312454e-12,-0.00026605828075923
1.21,-0.116,0.0908271684945,-6.642204355334e-13,-0.00026606560720524
1.22,-0.112,0.0908271684945,-5.7349960519249e-13,-0.00026606275900378
1.23,-0.108,0.0908271684945,1.3496245637901e-12,-0.00026606363451786
1.24,-0.104,0.0908271684945,1.5789215920762e-12,-0.00026605841959042
1.25,-0.1,0.0908271684945,2.8039150169797e-12,-0.00026605609639663
1.26,-0.096,0.0908271684945,3.1685701284046e-12,-0.00026605495101525
1.27,-0.092,0.0908271684945,5.3737837406425e-12,-0.00026605400067436
1.28,-0.088,0.0908271684945,-4.0367310244028e-13,-0.00026605848201575
1.29,-0.084,0.0908271684945,-5.65069265183e-12,-0.00026606320751429
1.3,-0.08,0.0908271684945,5.6817252700166e-13,-0.00026605987219031
1.31,-0.076,0.0908271684945,-4.4111888129744e-13,-0.00026606421326292
1.32,-0.072,0.0908271684945,6.7475095316273e-13,-0.0002660617784729
1.33,-0.068,0.0908271684945,-2.6508485449848e-13,-0.00026605869155476
1.34,-0.064,0.0908271684945,-9.0842752602147e-13,-0.00026605649400053
1.35,-0.06,0.0908271684945,-1.3010145873445e-12,-0.00026605542437891
1.36,-0.056,0.0908271684945,-8.6417147701339e-13,-0.00026605487424598
1.37,-0.052,0.0908271684945,9.3292786264713e-13,-0.000266058631356
1.38,-0.048,0.0908271684945,1.6617253467019e-12,-0.00026606254376042
1.39,-0.044,0.0908271684945,-8.1339033034257e-13,-0.00026605985452676
1.4,-0.04,0.0908271684945,1.3663870805891e-12,-0.00026606187346309
1.41,-0.036,0.0908271684945,-1.1025719316549e-12,-0.00026606033775963
1.42,-0.032,0.0908271684945,-6.5452113992257e-13,-0.00026605905160441
1.43,-0.028,0.0908271684945,-4.2252176493247e-13,-0.00026605825859038
1.44,-0.024,0.0908271684945,-1.1983797478507e-13,-0.00026605811094892
1.45,-0.02,0.0908271684945,-2.4538241688854e-13,-0.00026605813331471
1.46,-0.016,0.0908271684945,4.0995982131475e-13,-0.00026605823394832
1.47,-0.012,0.0908271684945,4.8466813636818e-13,-0.00026605838766644
1.48,-0.0079999999999996,0.0908271684945,5.3858112976324e-13,-0.00026605857993292
1.49,-0.0039999999999996,0.0908271684945,5.7797139821758e-13,-0.00026605932351059
1.5,0,0.0908271684945,-7.0086123811144e-14,-0.00026606037940948
