disp_y,id,x,y,z
-0.079888272660887,276,0,-0.4,2.4492935982947e-17
0.0015443436063077,480,0,-1.6,9.7971743931788e-17
0,548,0,-2,1.2246467991474e-16
0.0014017953494708,446,0,-1.4,8.5725275940315e-17
-0.042845266990448,310,0,-0.6,3.6739403974421e-17
-0.18503498017006,218,0,0,0
0.00084340649606937,514,0,-1.8,1.1021821192326e-16
-0.0011357315078585,412,0,-1.2,7.3478807948841e-17
-0.0074880928260624,378,0,-1,6.1232339957368e-17
-0.13763459751644,220,0,-0.2,1.2246467991474e-17
-0.020318323238231,344,0,-0.8,4.8985871965894e-17
-0.11438228366885,221,0.0625,-0.2,0.10825317547305
0.0014977396911804,481,0.0625,-1.6,0.10825317547305
0.0014720299264839,447,0.0625,-1.4,0.10825317547305
-0.068744871027653,277,0.0625,-0.4,0.10825317547305
0,549,0.0625,-2,0.10825317547305
0.00080805173307492,515,0.0625,-1.8,0.10825317547305
-0.038695499584715,311,0.0625,-0.6,0.10825317547305
-0.00076222556371261,413,0.0625,-1.2,0.10825317547305
-0.15596220061242,219,0.0625,6.6285952420307e-18,0.10825317547305
-0.018079951738494,345,0.0625,-0.8,0.10825317547305
-0.006656399212136,379,0.0625,-1,0.10825317547305
0.00080329338696663,512,0.125,-1.8,1.1021821192326e-16
0.0014766896957696,444,0.125,-1.4,8.5725275940315e-17
-0.018128175052473,342,0.125,-0.8,4.8985871965894e-17
-0.13557989321956,214,0.125,0,0
-0.0066243804356636,376,0.125,-1,6.1232339957368e-17
-0.038399389022641,308,0.125,-0.6,3.6739403974421e-17
0,546,0.125,-2,1.2246467991474e-16
-0.10631914455234,216,0.125,-0.2,1.2246467991474e-17
-0.0007431204540382,410,0.125,-1.2,7.3478807948841e-17
0.0014943366132047,478,0.125,-1.6,9.7971743931788e-17
-0.068399019524783,274,0.125,-0.4,2.4492935982947e-17
-0.0047879281826342,385,0.125,-1,0.21650635094611
-6.5688341795055e-05,419,0.125,-1.2,0.21650635094611
-0.013875309965068,351,0.125,-0.8,0.21650635094611
-0.05203694841241,283,0.125,-0.4,0.21650635094611
0.0013884306232644,487,0.125,-1.6,0.21650635094611
-0.029615004195053,317,0.125,-0.6,0.21650635094611
0.0015857543126267,453,0.125,-1.4,0.21650635094611
0,555,0.125,-2,0.21650635094611
0.00073728025088195,521,0.125,-1.8,0.21650635094611
-0.12801542875786,232,0.125,1.3257190484061e-17,0.21650635094611
-0.087785037062172,233,0.125,-0.2,0.21650635094611
-0.11531746075926,215,0.17187500000001,6.076212305195e-18,0.09923207751697
-0.089483099190502,217,0.17187500000001,-0.2,0.09923207751697
-0.058744274638989,275,0.17187500000001,-0.4,0.09923207751697
-0.015906045438178,343,0.17187500000001,-0.8,0.09923207751697
0.00076592420102214,513,0.17187500000001,-1.8,0.09923207751697
-0.0056535223210193,377,0.17187500000001,-1,0.09923207751697
0.0015383447109495,445,0.17187500000001,-1.4,0.09923207751697
-0.033575783943978,309,0.17187500000001,-0.6,0.09923207751697
0,547,0.17187500000001,-2,0.09923207751697
-0.00037093368234476,411,0.17187500000001,-1.2,0.09923207751697
0.0014383226293095,479,0.17187500000001,-1.6,0.09923207751697
0.0016113220788669,459,0.1875,-1.4,0.32475952641916
-0.10001672596682,244,0.1875,1.9885785726092e-17,0.32475952641916
-0.063680386246176,245,0.1875,-0.2,0.32475952641916
-0.0081751945031237,357,0.1875,-0.8,0.32475952641916
0.00078467454577844,425,0.1875,-1.2,0.32475952641916
0.0012175383404106,493,0.1875,-1.6,0.32475952641916
-0.0022553568525249,391,0.1875,-1,0.32475952641916
0,561,0.1875,-2,0.32475952641916
0.00064414098304126,527,0.1875,-1.8,0.32475952641916
-0.03238885732372,289,0.1875,-0.4,0.32475952641916
-0.018329797251534,323,0.1875,-0.6,0.32475952641916
-0.003885563067075,384,0.21875000000001,-1,0.19846415503394
-0.069520115698261,231,0.21875000000001,-0.2,0.19846415503394
-0.09472611157859,230,0.21875000000001,1.215242461039e-17,0.19846415503394
0.0013268194326875,486,0.21875000000001,-1.6,0.19846415503394
0.00070064853045878,520,0.21875000000001,-1.8,0.19846415503394
-0.012008581014005,350,0.21875000000001,-0.8,0.19846415503394
0.0016105371347948,452,0.21875000000001,-1.4,0.19846415503394
0.00024798699155016,418,0.21875000000001,-1.2,0.19846415503394
-0.044622464401654,282,0.21875000000001,-0.4,0.19846415503394
0,554,0.21875000000001,-2,0.19846415503394
-0.025217559058408,316,0.21875000000001,-0.6,0.19846415503394
-0.028846914201335,306,0.25,-0.6,3.6739403974421e-17
0.00072940136784816,510,0.25,-1.8,1.1021821192326e-16
-0.080762129473176,210,0.25,0,0
-0.060044600985991,212,0.25,-0.2,1.2246467991474e-17
0.0015758761774975,442,0.25,-1.4,8.5725275940315e-17
-0.047090135481114,272,0.25,-0.4,2.4492935982947e-17
-0.013987661248385,340,0.25,-0.8,4.8985871965894e-17
0,544,0.25,-2,1.2246467991474e-16
0.0013794878126249,476,0.25,-1.6,9.7971743931788e-17
-0.0046826180394201,374,0.25,-1,6.1232339957368e-17
-3.866742881475e-05,408,0.25,-1.2,7.3478807948841e-17
0,567,0.25,-2,0.43301270189222
-0.013180100065897,295,0.25,-0.4,0.43301270189222
0.00054141296561209,533,0.25,-1.8,0.43301270189222
0.00018968400624317,397,0.25,-1,0.43301270189222
0.0010326435409417,499,0.25,-1.6,0.43301270189222
-0.033663392947882,257,0.25,-0.2,0.43301270189222
-0.071793810748398,256,0.25,2.6514380968123e-17,0.43301270189222
0.0014260867654903,465,0.25,-1.4,0.43301270189222
-0.0023452960295591,363,0.25,-0.8,0.43301270189222
0.0014205056354399,431,0.25,-1.2,0.43301270189222
-0.0064444541735841,329,0.25,-0.6,0.43301270189222
-0.0072003121290936,356,0.26562500000002,-0.8,0.29769623255091
-0.015653948608486,322,0.26562500000002,-0.6,0.29769623255091
0.00062142271188967,526,0.26562500000002,-1.8,0.29769623255091
0.0015889432104327,458,0.26562500000002,-1.4,0.29769623255091
-0.028749837033527,288,0.26562500000002,-0.4,0.29769623255091
0,560,0.26562500000002,-2,0.29769623255091
0.00091776307657101,424,0.26562500000002,-1.2,0.29769623255091
0.0011769291450189,492,0.26562500000002,-1.6,0.29769623255091
-0.0017279569062735,390,0.26562500000002,-1,0.29769623255091
-0.05054446600571,243,0.26562500000002,-0.2,0.29769623255091
-0.072817200991371,242,0.26562500000002,1.8228636915585e-17,0.29769623255091
0.0015981822090705,443,0.28125000000001,-1.4,0.090210979560885
0.000697342555229,511,0.28125000000001,-1.8,0.090210979560885
-0.04858736266386,213,0.28125000000001,-0.2,0.090210979560885
0,545,0.28125000000001,-2,0.090210979560885
-0.067440479285974,211,0.28125000000001,5.5238293683592e-18,0.090210979560885
-0.012055141806261,341,0.28125000000001,-0.8,0.090210979560885
0.00024616983062829,409,0.28125000000001,-1.2,0.090210979560885
0.0013208894946826,477,0.28125000000001,-1.6,0.090210979560885
-0.0038027361908989,375,0.28125000000001,-1,0.090210979560885
-0.024744330135347,307,0.28125000000001,-0.6,0.090210979560885
-0.040145862604047,273,0.28125000000001,-0.4,0.090210979560885
0.0012287735864036,485,0.31250000000002,-1.6,0.18042195912177
-0.0025129286612905,383,0.31250000000002,-1,0.18042195912177
-0.031363947850526,281,0.31250000000002,-0.4,0.18042195912177
0.00064737895175265,519,0.31250000000002,-1.8,0.18042195912177
0,553,0.31250000000002,-2,0.18042195912177
-0.036495783998837,229,0.31250000000002,-0.2,0.18042195912177
-0.018833217248615,315,0.31250000000002,-0.6,0.18042195912177
0.00066847340101656,417,0.31250000000002,-1.2,0.18042195912177
-0.0090030946598975,349,0.31250000000002,-0.8,0.18042195912177
0.0015970532227955,451,0.31250000000002,-1.4,0.18042195912177
-0.054051752918167,228,0.31250000000002,1.1047658736718e-17,0.18042195912177
0.0010189447345464,498,0.31250000000002,-1.6,0.39692831006788
-0.0060058409400266,328,0.31250000000002,-0.6,0.39692831006788
0.0014106605773422,464,0.31250000000002,-1.4,0.39692831006788
-0.026890525120334,255,0.31250000000002,-0.2,0.39692831006788
0.00053506878188595,532,0.31250000000002,-1.8,0.39692831006788
-0.053136273957017,254,0.31250000000002,2.430484922078e-17,0.39692831006788
0,566,0.31250000000002,-2,0.39692831006788
-0.0022154866136311,362,0.31250000000002,-0.8,0.39692831006788
-0.012297349947877,294,0.31250000000002,-0.4,0.39692831006788
0.0014216661821589,430,0.31250000000002,-1.2,0.39692831006788
0.00025836757733204,396,0.31250000000002,-1,0.39692831006788
