time,disp_y_top,h,react_y_top,stress_yy
0,0,0,0,0
0.01,-0.00226,0.28173695926618,-0.0086906144534702,-0.00069113688025413
0.02,-0.00452,0.28173695926618,-0.013878365765744,-0.001102963610963
0.03,-0.00678,0.28173695926618,-0.017193110815008,-0.001365532995208
0.04,-0.00904,0.28173695926618,-0.044544353579997,-0.0035396530260303
0.05,-0.0113,0.28173695926618,-0.080740017011849,-0.0064140794039871
0.06,-0.01356,0.28173695926618,-0.10691134994013,-0.008488498987945
0.07,-0.01582,0.28173695926618,-0.12538455579901,-0.0099490377170955
0.08,-0.01808,0.28173695926618,-0.14145782928522,-0.011217140725783
0.09,-0.02034,0.28173695926618,-0.15571804237545,-0.012339423673858
0.1,-0.0226,0.28173695926618,-0.16840178588072,-0.013334783025254
0.11,-0.02486,0.28173695926618,-0.18008696125466,-0.014249324814787
0.12,-0.02712,0.28173695926618,-0.19506185948868,-0.01542431876285
0.13,-0.02938,0.28173695926618,-0.25567958098207,-0.020227456059211
0.14,-0.03164,0.28173695926618,-0.311047362706,-0.024608188455382
0.15,-0.0339,0.28173695926618,-0.36052152132772,-0.028515786635012
0.16,-0.03616,0.28173695926618,-0.39870784109724,-0.031523009139062
0.17,-0.03842,0.28173695926618,-0.43049046297363,-0.034018184932952
0.18,-0.04068,0.28173695926618,-0.45858514765644,-0.036216992788508
0.19,-0.04294,0.28173695926618,-0.48347365114715,-0.038158057037329
0.2,-0.0452,0.28173695926618,-0.50597419701893,-0.039906442849595
0.21,-0.04746,0.28173695926618,-0.52661811242122,-0.041504537708779
0.22,-0.04972,0.28173695926618,-0.58087505822095,-0.045774178286311
0.23,-0.05198,0.28173695926618,-0.66355930315868,-0.052300270700524
0.24,-0.05424,0.28173695926618,-0.74169673817039,-0.05845829653972
0.25,-0.0565,0.28173695926618,-0.80839741008279,-0.063702063491585
0.26,-0.05876,0.28173695926618,-0.86146527951934,-0.067858049864833
0.27,-0.06102,0.28173695926618,-0.90775380780685,-0.071470765767233
0.28,-0.06328,0.28173695926618,-0.94895802130191,-0.074674829740692
0.29,-0.06554,0.28173695926618,-0.98675954216655,-0.077603561641113
0.3,-0.0678,0.28173695926618,-1.0219980005529,-0.080324113327943
0.31,-0.07006,0.28173695926618,-1.0538964004541,-0.082774753231624
0.32,-0.07232,0.28173695926618,-1.172685507347,-0.092132258038833
0.33,-0.07458,0.28173695926618,-1.2877285188671,-0.10118302185427
0.34,-0.07684,0.28173695926618,-1.3977802748004,-0.10982726886094
0.35,-0.0791,0.28173695926618,-1.4985515831426,-0.11772579260441
0.36,-0.08136,0.28173695926618,-1.5853001811008,-0.12450438194708
0.37,-0.08362,0.28173695926618,-1.6618141617278,-0.13046270094227
0.38,-0.08588,0.28173695926618,-1.7296592125816,-0.13572568520153
0.39,-0.08814,0.28173695926618,-1.792561888395,-0.14058890045305
0.4,-0.0904,0.28173695926618,-1.8511431044128,-0.14510187868955
0.41,-0.09266,0.28173695926618,-1.905666952586,-0.14928616652074
0.42,-0.09492,0.28173695926618,-1.9563154610473,-0.15315618507228
0.43,-0.09718,0.28173695926618,-2.0039102767597,-0.15677796062645
0.44,-0.09944,0.28173695926618,-2.0487667555546,-0.16017646784819
0.45,-0.1017,0.28173695926618,-2.0908353098014,-0.16334709774533
0.46,-0.10396,0.28173695926618,-2.1315118197775,-0.16640147903296
0.47,-0.10622,0.28173695926618,-2.1703943976395,-0.16930831908599
0.48,-0.10848,0.28173695926618,-2.2563242576249,-0.17595565717656
0.49,-0.11074,0.28173695926618,-2.4388395276379,-0.19028437183062
0.5,-0.113,0.28173695926618,-2.6144568038635,-0.20404893933723
0.51,-0.11526,0.28173695926618,-2.7843398198664,-0.21734257890349
0.52,-0.11752,0.28173695926618,-2.9493787376396,-0.23023638105638
0.53,-0.11978,0.28173695926618,-3.1045843863005,-0.24233523476611
0.54,-0.12204,0.28173695926618,-3.2448683814599,-0.25323945704275
0.55,-0.1243,0.28173695926618,-3.3693535544513,-0.26287843648534
0.56,-0.12656,0.28173695926618,-3.4765873428046,-0.27113904691568
0.57,-0.12882,0.28173695926618,-3.5768284067114,-0.27883274936626
0.58,-0.13108,0.28173695926618,-3.671182377842,-0.28604740611316
0.59,-0.13334,0.28173695926618,-3.7612548250262,-0.29291162689234
0.6,-0.1356,0.28173695926618,-3.846481104818,-0.29938246589177
