time,disp_y_top,h,react_y_top,stress_yy
0,0,0,0,0
0.01,-0.00226,0.15343116808001,-0.0077794867134311,-0.00061879790563842
0.02,-0.00452,0.15343116808001,-0.023410353224194,-0.0018613103198096
0.03,-0.00678,0.15343116808001,-0.032466123862316,-0.0025797338946243
0.04,-0.00904,0.15343116808001,-0.046919772130513,-0.0037267106512789
0.05,-0.0113,0.15343116808001,-0.074798159040155,-0.0059395479500443
0.06,-0.01356,0.15343116808001,-0.093499374727148,-0.007420670006485
0.07,-0.01582,0.15343116808001,-0.1080679976268,-0.008571592239981
0.08,-0.01808,0.15343116808001,-0.12013566895532,-0.0095221641386146
0.09,-0.02034,0.15343116808001,-0.15759245128399,-0.012490245393842
0.1,-0.0226,0.15343116808001,-0.19105089149324,-0.015137371158389
0.11,-0.02486,0.15343116808001,-0.21473228882807,-0.017004941419431
0.12,-0.02712,0.15343116808001,-0.23417062672539,-0.018532966576073
0.13,-0.02938,0.15343116808001,-0.25362899528525,-0.020060532210988
0.14,-0.03164,0.15343116808001,-0.30312025623722,-0.02397408874734
0.15,-0.0339,0.15343116808001,-0.3449494515372,-0.027274861060427
0.16,-0.03616,0.15343116808001,-0.37555909912672,-0.029680942662772
0.17,-0.03842,0.15343116808001,-0.40168318356257,-0.031727415964849
0.18,-0.04068,0.15343116808001,-0.43222006088629,-0.034122097216771
0.19,-0.04294,0.15343116808001,-0.4915245298896,-0.038801264147389
0.2,-0.0452,0.15343116808001,-0.54129797228789,-0.042718552436105
0.21,-0.04746,0.15343116808001,-0.57890749529423,-0.045665583390858
0.22,-0.04972,0.15343116808001,-0.6113787894664,-0.048200347224396
0.23,-0.05198,0.15343116808001,-0.65529255238167,-0.051641549505556
0.24,-0.05424,0.15343116808001,-0.72467141219878,-0.057103430366476
0.25,-0.0565,0.15343116808001,-0.78157459542799,-0.061569133867598
0.26,-0.05876,0.15343116808001,-0.82674652321325,-0.065098257430582
0.27,-0.06102,0.15343116808001,-0.86571217266958,-0.068129551757103
0.28,-0.06328,0.15343116808001,-0.9259056005689,-0.072844556482224
0.29,-0.06554,0.15343116808001,-1.0032181898903,-0.078915939766794
0.3,-0.0678,0.15343116808001,-1.0659629878324,-0.083824503181797
0.31,-0.07006,0.15343116808001,-1.1181037116907,-0.087885044872687
0.32,-0.07232,0.15343116808001,-1.164139851707,-0.09145486196547
0.33,-0.07458,0.15343116808001,-1.2518926929108,-0.098336356428631
0.34,-0.07684,0.15343116808001,-1.3470758392534,-0.10580155552609
0.35,-0.0791,0.15343116808001,-1.4272012987322,-0.11206397111511
0.36,-0.08136,0.15343116808001,-1.4928365596312,-0.11716928915057
0.37,-0.08362,0.15343116808001,-1.5515611145772,-0.12171879575706
0.38,-0.08588,0.15343116808001,-1.60526939896,-0.12586314158676
0.39,-0.08814,0.15343116808001,-1.6545056110399,-0.12964580798592
0.4,-0.0904,0.15343116808001,-1.7000296354047,-0.13312741004335
0.41,-0.09266,0.15343116808001,-1.7803330523556,-0.13937089689159
0.42,-0.09492,0.15343116808001,-1.9097192976619,-0.14951258213715
0.43,-0.09718,0.15343116808001,-2.0326880485199,-0.15913352273507
0.44,-0.09944,0.15343116808001,-2.1417503677835,-0.16764090270838
0.45,-0.1017,0.15343116808001,-2.2319113867632,-0.17463947414941
0.46,-0.10396,0.15343116808001,-2.3094338109478,-0.18062623050266
0.47,-0.10622,0.15343116808001,-2.3798405595173,-0.18603894774022
0.48,-0.10848,0.15343116808001,-2.4454478448142,-0.19106223221396
0.49,-0.11074,0.15343116808001,-2.5059565526361,-0.19567238761192
0.5,-0.113,0.15343116808001,-2.5773123012135,-0.20113782025409
0.51,-0.11526,0.15343116808001,-2.7338087649389,-0.21336679633085
0.52,-0.11752,0.15343116808001,-2.8827633133976,-0.22498418444003
0.53,-0.11978,0.15343116808001,-3.019490400426,-0.23562000168058
0.54,-0.12204,0.15343116808001,-3.137264789562,-0.2447412807226
0.55,-0.1243,0.15343116808001,-3.2368905943365,-0.25241283813919
0.56,-0.12656,0.15343116808001,-3.3272104300339,-0.25933558977687
0.57,-0.12882,0.15343116808001,-3.4100291589563,-0.26565217673191
0.58,-0.13108,0.15343116808001,-3.4870727894488,-0.27150063479898
0.59,-0.13334,0.15343116808001,-3.5591802495605,-0.27694714725694
0.6,-0.1356,0.15343116808001,-3.7198253486031,-0.2894227051874
0.61,-0.13786,0.15343116808001,-3.8926260179408,-0.30285236130711
0.62,-0.14012,0.15343116808001,-4.0520294939546,-0.31520627865168
0.63,-0.14238,0.15343116808001,-4.1919575517199,-0.32600371775403
0.64,-0.14464,0.15343116808001,-4.3141398442606,-0.33538296347011
0.65,-0.1469,0.15343116808001,-4.4247790017366,-0.34383398075714
0.66,-0.14916,0.15343116808001,-4.5272048792686,-0.35162057307142
0.67,-0.15142,0.15343116808001,-4.6233292360674,-0.35889474102019
0.68,-0.15368,0.15343116808001,-4.7136149477803,-0.3656936451822
0.69,-0.15594,0.15343116808001,-4.8767899007783,-0.37827161235957
0.7,-0.1582,0.15343116808001,-5.0898975361697,-0.39480228964895
0.71,-0.16046,0.15343116808001,-5.2924676107562,-0.41048035551908
0.72,-0.16272,0.15343116808001,-5.4841894313113,-0.42528157678563
0.73,-0.16498,0.15343116808001,-5.6538158680103,-0.43831935385379
0.74,-0.16724,0.15343116808001,-5.8073580352946,-0.4500683131345
0.75,-0.1695,0.15343116808001,-5.9422131617894,-0.46032215824464
0.76,-0.17176,0.15343116808001,-6.0678194437496,-0.46982731634526
0.77,-0.17402,0.15343116808001,-6.1865181475578,-0.47876979424717
0.78,-0.17628,0.15343116808001,-6.2992087732009,-0.48722104851602
0.79,-0.17854,0.15343116808001,-6.4068603490459,-0.49525841303923
0.8,-0.1808,0.15343116808001,-6.510449924587,-0.50296056847047
0.81,-0.18306,0.15343116808001,-6.6095759676813,-0.51029616261407
0.82,-0.18532,0.15343116808001,-6.704302981271,-0.51726906654385
0.83,-0.18758,0.15343116808001,-6.7958695050561,-0.52397855925339
