disp_y,id,x,y,z
-0.11962848753735,1704,0,-0.25,0
-0.11312202641256,1699,0,-0.275,0
-0.1493162709814,2253,0,-0.14375,0
-0.097369267533252,1686,0,-0.3375,0
-0.10346086430504,1678,0,-0.3125,0
-0.15110331692354,2251,0,-0.1375,0
-0.13681890957615,2147,0,-0.1875,0
-8.0726887995229e-05,103,0,-1.7,0
-0.10069894862893,1674,0,-0.325,0
-0.13499482881296,2149,0,-0.19375,0
-0.12644170280504,1720,0,-0.225,0
-0.12285145449779,1721,0,-0.2375,0
-0.15294887204055,2257,0,-0.13125,0
-0.10677901124437,1671,0,-0.3,0
-0.10971372060402,1701,0,-0.2875,0
-0.16566541072557,2339,0,-0.0875,0
-0.13329863909644,2059,0,-0.2,0
-0.11619682175732,1708,0,-0.2625,0
-0.088664849854202,1647,0,-0.375,0
-0.16390336004966,2341,0,-0.09375,0
-0.1692947440898,2344,0,-0.075,0
-0.094661814404407,1641,0,-0.35,0
-0.013546371399807,138,0,-1,0
-0.019269173684395,143,0,-0.9,0
-0.014311887599184,145,0,-0.95,0
-0.026633182926597,148,0,-0.8,0
-0.020309810475632,150,0,-0.85,0
-0.035969305186761,153,0,-0.7,0
-0.028045447798511,155,0,-0.75,0
-0.0380573488578,160,0,-0.65,0
0,90,0,-2,0
3.5905258152503e-06,91,0,-1.9,0
1.6214945757351e-06,94,0,-1.95,0
-1.2562968710987e-05,98,0,-1.8,0
-4.6292373064669e-06,100,0,-1.85,0
-4.4854359798173e-05,105,0,-1.75,0
-0.00037352634245657,108,0,-1.6,0
-0.00013020489729381,110,0,-1.65,0
-0.00099618935454488,113,0,-1.5,0
-0.00044149922117893,115,0,-1.55,0
-0.077228819038797,1394,0,-0.425,0
-0.083809081839082,1390,0,-0.4,0
-0.067531386045812,1387,0,-0.475,0
-0.073530362213603,1385,0,-0.45,0
-0.054590020991267,1384,0,-0.55,0
-0.063954916163962,1378,0,-0.5,0
-0.0020493597949533,118,0,-1.4,0
-0.0010848678170775,120,0,-1.45,0
-0.0036622585208591,123,0,-1.3,0
-0.0022082297430594,125,0,-1.35,0
-0.005986964874906,128,0,-1.2,0
-0.0039298218610432,130,0,-1.25,0
-0.0092064742175021,133,0,-1.1,0
-0.0063869699989722,135,0,-1.15,0
-0.0097686499702151,140,0,-1.05,0
-0.049117241580368,158,0,-0.6,0
-0.16754140831053,2348,0,-0.08125,0
-0.18104985572091,2449,0,-0.03125,0
-0.1403269351236,2152,0,-0.175,0
-0.17638895720654,2355,0,-0.05,0
-0.12973962642427,2065,0,-0.2125,0
-0.17800649727497,2445,0,-0.04375,0
-0.13854247250292,2156,0,-0.18125,0
-0.17970459826708,2443,0,-0.0375,0
-0.15659548678274,2222,0,-0.11875,0
-0.18354664109077,2414,0,-0.01875,0
-0.18263691896085,2413,0,-0.025,0
-0.14748754275394,2163,0,-0.15,0
-0.14389403668332,2166,0,-0.1625,0
-0.17288585492035,2358,0,-0.0625,0
-0.1547349915645,2221,0,-0.125,0
-0.14570154709195,2170,0,-0.15625,0
-0.18515132353325,2402,0,-0.0062500000000001,0
-0.17465649621331,2362,0,-0.05625,0
-0.14210392304995,2178,0,-0.16875,0
-0.1602513050459,2210,0,-0.10625,0
-0.18485205354064,2398,0,-0.0125,0
-0.16202472509931,2203,0,-0.1,0
-0.15837822619981,2206,0,-0.1125,0
-0.18600227446164,2395,0,0,0
-0.17115226708073,2370,0,-0.06875,0
-0.12801127582206,2064,0.00625,-0.21875,0
-0.13326688234468,2062,0.00625,-0.2,0
-0.13674403268424,2150,0.00625,-0.1875,0
-0.14026775053806,2154,0.00625,-0.175,0
-0.14382994521217,2169,0.00625,-0.1625,0
-0.14741947260764,2167,0.00625,-0.15,0
-0.18576595322989,2399,0.00625,0,0
-0.15102894828759,2254,0.00625,-0.1375,0
-0.18472495194806,2401,0.00625,-0.0125,0
-0.18245887495576,2415,0.00625,-0.025,0
-0.17953323402864,2446,0.00625,-0.0375,0
-0.15465416338393,2223,0.00625,-0.125,0
-0.17623064355574,2359,0.00625,-0.05,0
-0.15828944408184,2209,0.00625,-0.1125,0
-0.17274481434017,2361,0.00625,-0.0625,0
-0.16917109238563,2346,0.00625,-0.075,0
-0.16555671831768,2342,0.00625,-0.0875,0
-0.16192656296831,2207,0.00625,-0.1,0
-0.10665197613363,1675,0.0125,-0.3,0
-0.11297702495734,1702,0.0125,-0.275,0
