Nodes,677,,,,Nodes,911,,,,Nodes,1646,,,,Nodes,5002,,
Elements,2193,,,,Elements,2638,,,,Elements,4325,,,,Elements,13509,,
Average min length,0.32632,,,,Average min length,0.18079,,,,Average min length,0.14014,,,,Average min length,0.077229,,
Average max length,0.18635,,,,Average max length,0.34688,,,,Average max length,0.26719,,,,Average max length,0.13975,Final W,731.5733333
max top,0.261,,,,max top,0.261,,,,max top,0.261,,,,max top,0.261,,
,,,,,,,,,,,,,,,,,,
1.29E+03,1.67E-01,1.49E+04,,,8.17E+02,2.07E-01,1.16E+04,,,7.62E+02,1.89E-01,1.06E+04,,,7.39E+02,2.08E-01,1.00E+04,
W (pJ),hm (um),F (uN),t (s),,W (pJ),hm (um),F (uN),t (s),,W (pJ),hm (um),F (uN),t (s),,W (pJ),hm (um),F (uN),t (s)
727.88,0.12688,10238,9.3562,,402.45,0.16475,7067.3,9.3562,,379.66,0.14509,6496.4,9.3562,,381.7,0.16356,6255.1,9.3562
752.8,0.12893,10617,9.4703,,420.46,0.16717,7273.4,9.4703,,396.59,0.14748,6680.7,9.4703,,397.79,0.16591,6434.7,9.4703
780.13,0.13131,10832,9.5844,,438.98,0.16959,7478.8,9.5844,,413.95,0.14989,6871.8,9.5844,,414.39,0.16837,6621.6,9.5844
808.47,0.13374,11048,9.6985,,458,0.17201,7683.8,9.6985,,431.88,0.15225,7065,9.6985,,431.43,0.17069,6813.2,9.6985
836.24,0.13565,11295,9.8126,,477.54,0.17443,7888.6,9.8126,,450.23,0.15468,7262.4,9.8126,,449,0.1732,7010.1,9.8126
864.68,0.13799,11503,9.9267,,497.59,0.17685,8093.1,9.9267,,469.15,0.15709,7469.5,9.9267,,467.05,0.17545,7208.9,9.9267
893.38,0.14031,11709,10.041,,518.06,0.17917,8327.5,10.041,,488.56,0.15952,7675.2,10.041,,485.63,0.17806,7407.3,10.041
923.9,0.14174,12085,10.155,,539.06,0.18147,8595,10.155,,508.37,0.1617,7893.8,10.155,,504.63,0.18021,7607.5,10.155
954.38,0.14406,12307,10.269,,560.88,0.18379,8866.5,10.269,,528.86,0.16401,8117.8,10.269,,524.2,0.183,7807,10.269
985.61,0.14628,12540,10.383,,583.42,0.18612,9136.8,10.383,,550.12,0.1664,8350.1,10.383,,544.07,0.1849,8010.9,10.383
1016.7,0.14861,12753,10.497,,606.62,0.18844,9405.3,10.497,,571.94,0.16879,8583.8,10.497,,564.3,0.18799,8215.7,10.497
1049,0.15097,12977,10.611,,630.49,0.19078,9672.7,10.611,,593.84,0.1711,8825.5,10.611,,584.91,0.18968,8438.4,10.611
