Depth 0,,,,,Depth 1,,,,,Depth 2,,,,,Depth 3,,,,,Depth 4,,,,,Depth 5,,,,,Depth 4,,,,,Depth 5,,,,,Depth 6,,,,,Depth 7,,,,,Depth 8,,,,,Depth 9,,,,,Depth 10,,,,,Depth 11,,,,,Depth 12,,,,,Depth 13,,,,,Depth 14,,,
99.10650888,29277.30769,0.62000697,,,113.9669421,29605,0.605585938,,,115.723594,29632.87037,0.605102041,,,116.5691327,29602.80374,0.603708333,,,117.3994304,29556.13208,0.603646055,,,118.2857143,29521.90476,0.602679739,,,119.1752959,29466.01942,0.601870824,,,120.0772929,29440.68627,0.601207289,,,120.9919262,29443.13725,0.600745921,,,121.9194197,29403.46535,0.598928571,,,122.85,29360.5,0.598682927,,,123.7934905,29322.22222,0.597256858,,,124.7396918,29274.4898,0.59741688,,,125.698799,29206.18557,0.59617801,,,126.6493056,29141.66667,0.595147453,,,127.6232687,29072.63158,0.594368132,,,128.5762789,29003.7234,0.59371831,
0.13,74.604,1674.9,,,0.11,51.2,1379,,,0.108,49,1349.8,,,0.107,48,1334.6,,,0.106,46.9,1319.1,,,0.105,45.9,1304.1,,,0.104,44.9,1289,,,0.103,43.9,1273.9,,,0.102,42.9,1258.8,,,0.101,42,1243.7,,,0.1,41,1228.5,,,0.099,40.1,1213.3,,,0.098,39.1,1198,,,0.097,38.2,1182.7,,,0.096,37.3,1167.2,,,0.095,36.4,1151.8,,,0.094,35.5,1136.1,
hm (?m),W (pJ),F (?N),t (s),,hm (?m),W (pJ),F (?N),t (s),,hm (?m),W (pJ),F (?N),t (s),,hm (?m),W (pJ),F (?N),t (s),,hm (?m),W (pJ),F (?N),t (s),,hm (?m),W (pJ),F (?N),t (s),,hm (?m),W (pJ),F (?N),t (s),,hm (?m),W (pJ),F (?N),t (s),,hm (?m),W (pJ),F (?N),t (s),,hm (?m),W (pJ),F (?N),t (s),,hm (?m),W (pJ),F (?N),t (s),,hm (?m),W (pJ),F (?N),t (s),,hm (?m),W (pJ),F (?N),t (s),,hm (?m),W (pJ),F (?N),t (s),,hm (?m),W (pJ),F (?N),t (s),,hm (?m),W (pJ),F (?N),t (s),,hm (?m),W (pJ),F (?N),t (s)
2.60E-03,4.92E-03,6.6141,0.2,,2.20E-03,3.16E-03,5.22E+00,0.2,,2.16E-03,3.00E-03,5.0827,0.2,,2.14E-03,2.93E-03,5.0116,0.2,,2.12E-03,2.85E-03,4.941,0.2,,2.10E-03,2.78E-03,4.8706,0.2,,2.08E-03,2.71E-03,4.7999,0.2,,2.06E-03,2.64E-03,4.7291,0.2,,2.04E-03,2.57E-03,4.658,0.2,,2.02E-03,2.51E-03,4.5862,0.2,,2.00E-03,2.44E-03,4.514,0.2,,1.98E-03,2.37E-03,4.4415,0.2,,1.96E-03,2.31E-03,4.3688,0.2,,1.94E-03,2.25E-03,4.296,0.2,,1.92E-03,2.18E-03,4.2228,0.2,,1.90E-03,2.12E-03,4.1498,0.2,,1.88E-03,2.06E-03,4.0761,0.2
5.20E-03,2.97E-02,18.646,0.4,,4.40E-03,1.94E-02,1.46E+01,0.4,,4.32E-03,1.85E-02,14.152,0.4,,4.28E-03,1.80E-02,13.946,0.4,,4.24E-03,1.76E-02,13.749,0.4,,4.20E-03,1.72E-02,13.576,0.4,,4.16E-03,1.68E-02,13.401,0.4,,4.12E-03,1.64E-02,13.226,0.4,,4.08E-03,1.60E-02,13.049,0.4,,4.04E-03,1.56E-02,12.873,0.4,,4.00E-03,1.52E-02,12.696,0.4,,3.96E-03,1.48E-02,12.519,0.4,,3.92E-03,1.44E-02,12.341,0.4,,3.88E-03,1.40E-02,12.163,0.4,,3.84E-03,1.36E-02,11.984,0.4,,3.80E-03,1.33E-02,11.805,0.4,,3.76E-03,1.29E-02,11.626,0.4
7.80E-03,8.25E-02,33.902,0.6,,6.60E-03,5.43E-02,2.65E+01,0.6,,6.48E-03,5.19E-02,25.809,0.6,,6.42E-03,5.07E-02,25.445,0.6,,6.36E-03,4.95E-02,25.079,0.6,,6.30E-03,4.83E-02,24.734,0.6,,6.24E-03,4.71E-02,24.411,0.6,,6.18E-03,4.60E-02,24.086,0.6,,6.12E-03,4.49E-02,23.763,0.6,,6.06E-03,4.37E-02,23.439,0.6,,6.00E-03,4.27E-02,23.115,0.6,,5.94E-03,4.16E-02,22.79,0.6,,5.88E-03,4.05E-02,22.465,0.6,,5.82E-03,3.95E-02,22.139,0.6,,5.76E-03,3.85E-02,21.812,0.6,,5.70E-03,3.75E-02,21.484,0.6,,5.64E-03,3.65E-02,21.156,0.6
1.04E-02,1.68E-01,51.389,0.8,,8.80E-03,1.12E-01,4.04E+01,0.8,,8.64E-03,1.07E-01,39.361,0.8,,8.56E-03,1.04E-01,38.86,0.8,,8.48E-03,1.02E-01,38.359,0.8,,8.40E-03,9.95E-02,37.851,0.8,,8.32E-03,9.72E-02,37.339,0.8,,8.24E-03,9.48E-02,36.825,0.8,,8.16E-03,9.25E-02,36.312,0.8,,8.08E-03,9.02E-02,35.798,0.8,,8.00E-03,8.80E-02,35.285,0.8,,7.92E-03,8.58E-02,34.771,0.8,,7.84E-03,8.37E-02,34.256,0.8,,7.76E-03,8.15E-02,33.739,0.8,,7.68E-03,7.94E-02,33.222,0.8,,7.60E-03,7.74E-02,32.704,0.8,,7.52E-03,7.54E-02,32.184,0.8
1.30E-02,2.93E-01,70.929,1,,1.10E-02,1.94E-01,5.59E+01,1,,1.08E-02,1.85E-01,54.432,1,,1.07E-02,1.81E-01,53.708,1,,1.06E-02,1.77E-01,52.981,1,,1.05E-02,1.73E-01,52.25,1,,1.04E-02,1.68E-01,51.515,1,,1.03E-02,1.64E-01,50.778,1,,1.02E-02,1.60E-01,50.039,1,,1.01E-02,1.57E-01,49.297,1,,1.00E-02,1.53E-01,48.554,1,,9.90E-03,1.49E-01,47.866,1,,9.80E-03,1.45E-01,47.191,1,,9.70E-03,1.42E-01,46.585,1,,9.60E-03,1.39E-01,45.974,1,,9.50E-03,1.35E-01,45.292,1,,9.40E-03,1.32E-01,44.61,1
1.56E-02,4.58E-01,92.318,1.2,,1.32E-02,3.04E-01,7.27E+01,1.2,,1.30E-02,2.91E-01,70.761,1.2,,1.28E-02,2.84E-01,69.848,1.2,,1.27E-02,2.78E-01,68.933,1.2,,1.26E-02,2.72E-01,68.014,1.2,,1.25E-02,2.65E-01,67.09,1.2,,1.24E-02,2.59E-01,66.166,1.2,,1.22E-02,2.53E-01,65.24,1.2,,1.21E-02,2.47E-01,64.313,1.2,,1.20E-02,2.41E-01,63.384,1.2,,1.19E-02,2.35E-01,62.437,1.2,,1.18E-02,2.29E-01,61.484,1.2,,1.16E-02,2.23E-01,60.531,1.2,,1.15E-02,2.18E-01,59.662,1.2,,1.14E-02,2.12E-01,58.809,1.2,,1.13E-02,2.06E-01,57.954,1.2
1.82E-02,6.70E-01,115.03,1.4,,1.54E-02,4.45E-01,9.07E+01,1.4,,1.51E-02,4.25E-01,88.31,1.4,,1.50E-02,4.16E-01,87.08,1.4,,1.48E-02,4.06E-01,85.848,1.4,,1.47E-02,3.97E-01,84.7,1.4,,1.46E-02,3.87E-01,83.59,1.4,,1.44E-02,3.78E-01,82.475,1.4,,1.43E-02,3.69E-01,81.363,1.4,,1.41E-02,3.60E-01,80.252,1.4,,1.40E-02,3.51E-01,79.14,1.4,,1.39E-02,3.43E-01,78.018,1.4,,1.37E-02,3.34E-01,76.894,1.4,,1.36E-02,3.26E-01,75.769,1.4,,1.34E-02,3.19E-01,74.709,1.4,,1.33E-02,3.10E-01,73.559,1.4,,1.32E-02,3.02E-01,72.406,1.4
